,id_recipe,Step_Count,Step Description
14,6738426,2,Place gelatin in a bowl and pour hot water over top (don't let stand). Whisk together to dissolve. Pour gelatin over the cranberry mixture. Stir to combine.
15,6738426,3,Pour into the mold of your choice and chill until you are ready to serve.
16,6664857,1,"Combine cabbage, red apple, green apple, carrot, red bell pepper, and green onions in a large bowl."
17,6664857,2,"Mix together mayonnaise, brown sugar, and lemon juice in a small bowl. Pour dressing over cabbage mixture; mix until evenly coated."
18,6602195,1,"Beat cream cheese and sugar together in a large bowl with an electric mixer. Mix in whipped topping on high speed until incorporated. Fold in pineapple, fruit cocktail, bananas, apple, coconut, pecans, raisins, and cherries. Transfer to a serving bowl, cover, and chill for at least 1 hour before serving."
19,6663408,1,"Make the topping: Mix yogurt, condensed milk, Mexican crema, and vanilla together in a bowl until well combined."
20,6663408,2,"Make the fruit salads: Divide cantaloupe, papaya, apple, and banana among 4 individual bowls, arranging each fruit in its own section. Place strawberries in the center of each bowl. Sprinkle granola, raisins, and coconut over the bowls, then drizzle with the topping."
21,6603777,1,"In a large bowl, combine the strawberries, grapes, kiwis, and bananas. Gently mix in peaches. Chill for 1 hour before serving."
22,6737426,1,Whisk butterscotch pudding mix into milk in a bowl until dissolved.
23,6737426,2,Stir whipped cream topping into pudding mixture.
24,6737426,3,Fold the candy bar pieces into the pudding mixture.
25,6737426,4,Fold the apples into the pudding mixture.
26,6649580,1,"Mix marshmallows, coconut, oranges, pineapple, and sour cream together in a bowl. Cover and refrigerate until flavors blend, 5 to 6 hours."
27,6586456,1,"Mix pineapple, oranges, sour cream, marshmallows, and coconut together in a bowl. Cover bowl with plastic wrap and refrigerate until flavors blend, 2 hours to overnight."
28,6573955,1,"Mix strawberries, blueberries, blackberries, and raspberries together in a bowl. Sprinkle with sugar."
29,6649533,1,Place red onion slices in a small bowl; pour over lime juice. Allow onions to marinate while assembling the salad.
30,6649533,2,"Gently combine watermelon, cucumber, feta cheese, and cilantro in a large bowl; season with black pepper. Toss watermelon salad with marinated onions and season with sea salt just before serving."
31,6598786,1,Stack basil leaves on top of each other and roll tightly into a log. Slice lengthwise into thin ribbons.
32,6598786,2,Combine basil slices and watermelon in a large bowl. Drizzle lemon juice over watermelon.
33,6598786,3,"Mix salt and chili powder together; sprinkle over watermelon and toss to combine. Chill salad before serving, at least 30 minutes."
34,6583447,1,"Stir whipped topping, pineapple, and butterscotch pudding mix together in a bowl until smooth. Fold apples and peanuts into pudding mixture until salad is well mixed."
35,6583447,2,"Refrigerate salad until completely chilled, at least 30 minutes."
36,6596018,1,"Mix pineapple, mandarin oranges, whipped topping, marshmallows, cherries, and coconut together in a bowl. Chill in refrigerator for 2 hours for flavors to blend."
37,6571599,1,"Stir pineapple, orange, apple, red grapes, and green grapes together in a bowl. Pour yogurt over the top and stir to coat completely."
38,6594633,1,"Mix cumin, coriander, chili powder, salt, and cayenne pepper together in a bowl."
39,6594633,2,Place watermelon into serving bowls; sprinkle with spice mixture. Squeeze lime juice over spiced watermelon.
40,6591826,1,"Mix mangoes, onion, red bell pepper, and cilantro leaves together in a bowl."
41,6591826,2,"Whisk lime juice, fish sauce, and brown sugar together in a separate bowl until the sugar is dissolved; pour over the mango mixture and toss to coat. Top salad with peanuts."
42,6570696,1,Mix diced apple and cucumber slices together in a small bowl. Drizzle vinaigrette over the apple mixture and toss to coat.
43,6739000,1,"In a blender or food processor, combine sugar, lemon juice, onion, mustard, and salt. Process until well blended. With machine still running, add oil in a slow, steady stream until mixture is thick and smooth. Add poppy seeds, and process just a few seconds more to mix."
44,6739000,2,"In a large serving bowl, toss together the romaine lettuce, shredded Swiss cheese, cashews, dried cranberries, apple, and pear. Pour dressing over salad just before serving, and toss to coat."
45,6590010,1,"Dissolve cherry gelatin mix in boiling water in a bowl; stir cranberry sauce and oranges into gelatin. Refrigerate until mixture is thickened to the consistency of egg whites, about 45 minutes. Mix apple and walnuts into gelatin, transfer to a serving dish or mold, and chill until firm, about 2 more hours."
46,6583189,1,"In a salad bowl, combine strawberries, blueberries, grapes, apples, and kiwi. Add drained pineapple, then yogurt. Mix until thoroughly combined."
47,6582761,1,"Gently toss watermelon, onion, basil, cilantro, mint, lime juice, feta cheese, olive oil, balsamic vinegar, salt, and black pepper together in a large bowl."
48,6569912,1,"Place the mango cubes into a serving bowl. In a separate bowl, whisk together the lime juice and olive oil. Season with red pepper flakes, cilantro, shallots, salt and pepper. Whisk briefly, then pour over the mangos. Stir to coat, then cover and refrigerate for about 30 minutes to blend the flavors before serving."
49,6581047,1,"Combine watermelon, strawberries, peaches, nectarines, pear, and grapes in a large mixing bowl."
50,6581047,2,"Whisk lemon juice, mint, lemon zest, and honey together in a small bowl; drizzle over the fruit mixture and toss to coat."
51,6581047,3,Refrigerate 1 hour before serving.
52,6576132,1,"To create the base tier of the cake, cut 3 slices of watermelon, 1 to 2 inches thick, crossways through the center of the melon. Trim the rind from the watermelon slices, and place the largest slice onto a cake plate. Alternate layering sliced strawberries, slices of cantaloupe, and slices of fresh pineapple; follow with the second-largest watermelon slice. Repeat once more to make a layered fruit stack that looks like a cake."
53,6576132,2,"Thinly slice a few pieces of remaining melon and pineapple. With cookie cutters or a sharp knife, cut remaining fruit slices into decorative shapes. Decorate the cake tiers with the cut fruit shapes and remaining berries."
54,6576132,3,"Refrigerate until serving time. To serve, slice the cake with a sharp knife, one wedge at a time, and set the wedge onto a plate."
55,6663936,1,"Whisk olive oil, vinegar, and salt together in a large mixing bowl. Add tomatoes, arugula, and red onion; toss to coat. Gently stir in watermelon and feta cheese to serve."
56,6595246,1,Mix red onion with lime juice in a bowl; set aside to marinate at least 10 minutes. Stir olive oil into mixture.
57,6595246,2,"Toss watermelon, baby cucumbers, and feta cheese together in a large bowl. Pour red onion mixture over watermelon mixture; toss to coat. Sprinkle mint over the salad; toss."
58,6574466,1,"In a jar with a tight fitting lid, combine the oil, vinegar, sugar, parsley, salt and pepper. Cover and shake well. Refrigerate until use."
59,6574466,2,"In a medium saucepan over medium low heat, cook and stir the almonds and sugar until the sugar is melted and the almonds are coated. Remove from heat, cool, and break apart. Store at room temperature until ready to serve salad."
60,6574466,3,"In a large bowl, toss together the lettuce, celery, oranges, almonds and dressing until evenly coated."
61,6738235,1,"Mix strawberries and blueberries together in a bowl, sprinkle with sugar and lemon juice; toss lightly. Refrigerate until cold, at least 30 minutes."
62,6738235,2,"About 30 minutes before serving, cut bananas into 3/4-inch thick slices; toss with berries."
63,6582620,1,"Place cranberries, mandarin oranges, and pecans into a food processor and pulse several times to chop; process mixture until finely ground, about 30 seconds. Transfer mixture into a large bowl."
64,6582620,2,"Mix pineapple, gelatin, and sugar in a separate bowl. Add boiling water and cold water and stir together until gelatin and sugar have dissolved."
65,6582620,3,"Pour gelatin mixture into cranberry mixture and stir. Pour into a gelatin mold and refrigerate, 8 hours or overnight, before serving."
66,6589452,1,Place the onion slices in a small bowl with the lime juice. The acid of the lime will mellow the flavor of the raw onion. Let stand for 10 minutes.
67,6589452,2,"In a large bowl, combine the watermelon cubes, feta cheese, black olives, onions with the lime juice, and mint. Drizzle olive oil over it all, and toss to blend. Dig in and be prepared for a pleasant surprise!"
68,6572187,1,"Mix undrained pineapple and pudding mix together in a bowl until smooth, about 2 minutes. Fold in fruit cocktail and oranges, then fold in whipped topping. Sprinkle coconut over top. Cover and refrigerate until chilled, at least 30 minutes."
69,6581276,1,"Remove grapes from stems, rinse, and set aside to dry. Mix together sour cream, cream cheese, white sugar, and vanilla in a large bowl. Fold in grapes until evenly coated. Chill overnight before serving."
70,6736938,1,"Stir gelatin into boiling water in a mixing bowl until dissolved; let cool, about 5 minutes."
71,6736938,2,"Meanwhile, process cranberries in a food processor until finely chopped. Add sugar and process until dissolved."
72,6736938,3,"Pour cranberry mixture into cooled gelatin mixture. Stir in pineapple, pecans, orange juice, and apple until well combined. Cover and refrigerate for 8 hours to overnight."
73,6736938,4,"When ready to serve, beat cream in a chilled glass or metal bowl with an electric mixer until soft peaks form. Gradually beat in cream cheese."
74,6736938,5,"Layer 1/2 of the chilled cranberry mixture in a glass serving dish. Spread whipped cream mixture over top, then finish with remaining cranberry mixture."
75,6579762,1,"Mix cranberries and sugar together in a bowl. Cover and refrigerate, 8 hours to overnight."
76,6579762,2,"The next day, beat cream in a chilled glass or metal bowl with an electric mixer until soft peaks form."
77,6579762,3,"Remove cranberries from the refrigerator. Mix in drained pineapple, marshmallows, pecans, and whipped cream until well combined. Pour into a 3-quart dish, cover, and refrigerate or freeze for at least 1 hour before serving."
78,6581331,1,"Mix grapes, strawberries, peach, blueberries, and apple together in a bowl. Pour orange juice over fruit salad and stir."
79,6574487,1,"Combine chopped cranberries and sugar in a large, nonreactive bowl. Toss well. Cover and refrigerate for 3 hours."
80,6574487,2,"After 3 hours, stir apples, marshmallows, and pecans into cranberries. Combine yogurt and whipped topping; fold into cranberry salad. Serve immediately."
81,6573280,1,"Mash jellied cranberry sauce in a 3-quart bowl. Stir in gelatin mix until thoroughly combined. Pour in boiling water; stir until gelatin has dissolved completely, about 3 minutes. Chill in the refrigerator until softly set, 2 to 3 hours."
82,6573280,2,"Gently fold sour cream into chilled cranberry gelatin, leaving marbled streaks of sour cream and gelatin. Return to the refrigerator until firmly set, 4 hours to overnight. Store leftovers in the refrigerator."
83,6583669,1,"Place sugar, oil, salt, and vinegar in a jar with a lid. Seal the jar and shake vigorously to mix."
84,6583669,2,"In a large bowl, mix salad greens, sweetened dried cranberries, strawberries, mango, and onion. To serve, toss with dressing and sprinkle with almonds."
85,6664407,1,"Combine watermelon, spinach, and avocados together in a bowl."
86,6664407,2,"Whisk walnut oil, olive oil, lime juice, and paprika together in a bowl; pour over watermelon mixture. Toss to coat."
87,6737935,1,"In a medium bowl, stir together the apples, almonds, cranberries, cherries and yogurt until evenly coated."
88,6590207,1,"Combine cucumbers, onion, serrano pepper, lime juice, and salt in a large bowl. Add pineapple and avocado; gently toss to combine."
89,6569637,1,"Combine garlic, chiles, and green beans in a mortar and pound roughly with the pestle. Add papaya and pound again to bruise the ingredients. Stir in fish sauce, lime juice, and sugar, then pound again. Add tomato and pound to combine. Stir in chopped peanuts and serve."
90,6574540,1,"Make the salad: Layer salad greens, apple cubes, walnuts, feta cheese, cranberries, and green onions in a large bowl."
91,6574540,2,"Make the dressing: Combine vegetable oil, blueberries, olive oil, vinegar, and salt in a food processor or blender; pulse until well blended and smooth."
92,6574540,3,Pour dressing over salad and toss until well combined. Chill for 30 minutes before serving.
93,6599600,1,"Whisk olive oil, vinegar, salt, and pepper together in a bowl until smooth."
94,6599600,2,"Mix watermelon, onion, and mint together in a separate bowl. Drizzle dressing over watermelon mixture and add blue cheese; toss well."
95,6578920,1,"Mix the watermelon, grapes, cantaloupe, strawberries, and kiwi in a bowl with a tight-fitting lid; top with the blueberries."
96,6578920,2,"Stir the mint, sugar, and lime juice together in a bowl, crushing the mint with the back of a spoon while mixing to extract flavors; pour over the fruit mixture. Seal the bowl with lid and refrigerate at least 1 hour."
97,6578920,3,"Just before serving, gently flip the sealed bowl several times to coat the fruit with the dressing."
98,6596372,1,Mix yogurt and brown sugar together in a bowl to make dressing.
99,6596372,2,"Combine pear, apple, celery, raisins, cranberries, and walnuts in a bowl. Add dressing and toss well to combine. Sprinkle cinnamon and nutmeg on top."
100,6596372,3,"Chill salad before serving, at least 30 minutes."
101,6583488,1,"In a large bowl, combine red apple, Granny Smith apple, nectarine, celery, dried cranberries, and walnuts. Mix in yogurt. Chill until ready to serve."
102,6563914,1,"Bring a large pot of lightly salted water to a boil. Cook acini de pepe in the boiling water, stirring occasionally until tender yet firm to the bite, about 11 minutes. Drain and rinse well with cold water."
103,6563914,2,"Beat reserved pineapple juice, milk, sugar, and pudding mix together in a large bowl for about 2 minutes. Stir pineapple chunks, marshmallows, mandarin oranges, whipped topping, crushed pineapple, and coconut into the bowl with the juice mixture carefully. Cover and refrigerate at least 5 hours to overnight."
104,6579077,1,"Stir water, 5 tablespoons sugar, 1/4 cup raspberry-flavored liqueur, and lemon juice together in a saucepan over medium-low heat. Bring mixture to a boil, reduce heat to low, and simmer, frequently stirring, until sugar dissolves completely, about 8 minutes. Set aside to cool."
105,6579077,2,"Mix nectarines, cherries, strawberries, raspberries, and blueberries in a large bowl. Pour cooled sugar mixture over fruit and toss gently to coat."
106,6579077,3,Beat heavy whipping cream and 2 teaspoons sugar in a bowl with an electric hand mixer on high until stiff peaks form. Fold 1 teaspoon raspberry-flavored liqueur into whipped cream; spoon over fruit salad and sprinkle evenly with almonds.
107,6596081,1,"In a salad bowl, whisk together the lemon yogurt, honey, and lemon juice until smooth, and gently fold in the watermelon balls, cantaloupe balls, and strawberries. Toss to coat, and serve."
108,6586553,1,"In a medium bowl, combine the apples, bell pepper, red onion and kidney beans. In a separate bowl, whisk together the vinegar, honey, mustard and pepper. Pour over the salad, and stir gently to coat."
109,6605351,1,"Mix grapes, strawberries, peaches, orange segments, and kiwi in a large bowl."
110,6605351,2,"Whisk orange juice, orange-flavored liqueur, and sugar together in a bowl until sugar dissolves; gently stir into fruit until evenly coated. Cover bowl with plastic wrap and refrigerate up to 8 hours."
111,6738581,1,"Whisk mayonnaise, creme fraiche, lemon juice, tarragon, sugar, salt, black pepper, and cayenne together in a bowl."
112,6738581,2,"Place apples, celery root, grapes, and walnut pieces in a large bowl. Toss with about 1/2 cup of dressing. Add more dressing until salad components are well coated but not swimming in dressing. You might not need all the dressing."
113,6738581,3,Serve immediately or cover and refrigerate for up to 24 hours.
114,6580338,1,"Cut orange segments in half and place in a bowl. Add mango, pineapple, jicama, cucumber, and banana. Add lime juice and sprinkle with chile-lime seasoning; toss to coat. Sprinkle with mint."
