,id_recipe,Step_Count,Step Description
16,7567979,1,"Combine rum, orange liqueur, maple syrup, and egg in a cocktail shaker. Cover and shake until pressure builds and mixture starts to emulsify, about 45 seconds. Add ice and rosemary to shaker. Cover and shake until outside of shaker is frosted, about 30 seconds. Strain into a glass. Garnish with nutmeg."
17,7562213,1,"In a small saucepan, combine honey and water over medium heat. Bring to a simmer, stirring, until honey is dissolved. Remove from heat and cool completely. To account for evaporation, add a splash of water to bring the total volume of syrup up to 3 fluid ounces, if necessary."
18,7562213,2,"Add 1 cup of ice to a cocktail shaker. Add bourbon, honey syrup and lemon juice. Cover and shake until chilled, 15 to 20 seconds. Fill a rocks glass with remaining ice cubes or 1 large ice sphere and strain cocktail over the ice. Garnish with lemon twist.Honey syrup recipe makes enough syrup for 4 cocktails.Nutrition data for this recipe includes the full amount of honey syrup; the actual amount consumed will vary."
19,7506839,1,"For pineapple-basil vodka, put pineapple in a 1-quart jar. Top with vodka, cover, and let stand until vodka is infused with pineapple flavor, 1 to 3 days. Add basil, cover, and infuse for 1 to 2 hours; strain.Meanwhile for the DIY sour mix, combine sugar and water in a saucepan and bring to a boil over high heat, stirring until sugar is dissolved. Remove from heat; let cool. Add lime juice and lemon juice. Chill in the refrigerator for at least 1 hour and up to 1 week."
20,7506839,2,"In a pitcher, stir together pineapple-basil vodka and DIY sour mix. Serve in rocks glasses over ice. Top with club soda (if using); garnish with pineapple wedges, fronds, and additional basil.Consider this the only vodka sour recipe you’ll ever need. For a single cocktail, shake together 1 ½ ounce pineapple-basil vodka and 1 ½ ounce DIY sour mix in a shaker, then strain and serve over ice.For bumbleberry vodka, put 1 1/2 cups mixed blackberries, raspberries, and lightly smashed blueberries in a 1-quart jar. Top with 1 (750-ml bottle) vodka; let stand, covered, 1 to 3 days to infuse. Add half of a split vanilla bean and let stand, covered, 1 to 2 hours; strain.For cucumber-mint vodka, put 1 1/2 cups chopped fresh English cucumber in a 1-quart jar. Top with 1 (750-ml bottle) vodka; let stand, covered, 1 to 3 days to infuse. Add 1/4 cup fresh mint leaves and let stand, covered, 1 to 2 hours; strain.For peach-thyme vodka, put 1 1/2 cups chopped fresh peaches in a 1-quart jar. Top with 1 (750-ml bottle) vodka; let stand, covered, 1 to 3 days to infuse. Add 2 to 4 sprigs fresh thyme and let stand, covered, 1 to 2 hours; strain., put 11/2 cups chopped fresh peaches in a 1-qt. jar. Top with 1 (750-ml bottle) vodka; let stand, covered, 1 to 3 days to infuse. Add 2 to 4 sprigs fresh thyme and let stand, covered, 1 to 2 hours; strain."
21,7505118,1,Sprinkle salt onto a plate. Moisten the rim of a highball glass with lemon wedge. Press the moistened rim into salt. Fill the glass with ice.
22,7505118,2,Pour lemon juice and vodka over ice and gently stir. Top with sparkling water and serve with lemon wedge.
23,7501505,1,"Scoop ice into a shaker. Pour in gin, vermouth, and passion fruit juice. Cover shaker, and gently shake to mix. Strain drink into a martini glass. Serve."
24,7497208,1,"Pour vodka, pineapple juice, lime juice, and matcha powder into a cocktail shaker."
25,7497208,2,"Add ice, cover and shake until chilled."
26,7497208,3,Strain into a coupe or rocks glass. Garnish with mint and lime. Serve immediately.
27,6565651,1,"Place ice in a short tumbler or old fashioned glass; pour in vodka and cranberry juice. Squeeze lime wedge into drink, then add it to the glass. Serve."
28,6944443,1,"Fill a cocktail shaker half-full with ice. Add tequila, triple sec, and lime juice to the shaker. Seal and shake vigorously until outside is frosted, 10 to 15 seconds."
29,6944443,2,Sprinkle salt onto a plate. Moisten the rim of a glass with the lime wedge. Press the moistened rim into the salt. Fill glass with ice.
30,6944443,3,"Strain margarita into the glass and top with kombucha. Stir gently and garnish with lime wedge, if desired."
31,6891020,1,"Combine tequila, triple sec, sparkling water, blood orange juice, and lime juice in a cocktail shaker. Fill with ice ."
32,6891020,2,Shake well and strain into chilled margarita glasses.
33,6743129,1,Pour 6 ounces of vodka from the bottle and set aside for another use.
34,6743129,2,"To the reserved vodka in the bottle, add vermouth, brine, and water. Put the top on the bottle and invert bottle to incorporate the ingredients."
35,6743129,3,Place bottle in the freezer for at least 4 hours and up to 2 months.
36,6743129,4,"To serve, pour desired amount into chilled glass and garnish with olives."
37,6739026,1,Pour vodka and cranberry juice into a highball glass filled with ice; stir well.
38,6739026,2,Garnish with a lime wedge.
39,6752794,1,"Fill a cocktail shaker half-full with ice. Add pineapple juice, tequila, triple sec, and lime juice to the shaker. Seal and shake vigorously until outside is frosted, 10 to 15 seconds."
40,6752794,2,Sprinkle salt onto a plate. Moisten the rim of a glass with a lime wedge. Press the moistened rim into the salt. Fill glass with ice.
41,6752794,3,"Strain margarita into the glass and garnish with pineapple and lime wedge, if desired."
42,6566490,1,"In a punch bowl, combine pineapple juice concentrate, orange juice concentrate and vodka. Pour in lemon-lime soda. Float cherries and orange slices on top. Add ice before serving."
43,6664149,1,"Pour simple syrup, water, and bitters into a whiskey glass; stir to combine. Add ice cubes and pour in bourbon. Garnish with orange slice and maraschino cherry."
44,6663482,1,Gather all ingredients.Dotdash Meredith Food Studios
45,6663482,2,"Fill a cocktail shaker with ice. Pour vodka, rum, gin, tequila, triple sec, and sour mix over ice; cover and shake.Dotdash Meredith Food Studios"
46,6663482,3,Pour cocktail into a Collins or hurricane glass; top with splash of cola for color. Garnish with a lemon slice.Dotdash Meredith Food Studios
47,6663482,4,Garnish with lemon slices and mint leaves!DOTDASH MEREDITH FOOD STUDIOS
48,6650935,1,Pour vodka and lime juice into a mug; add ice cubes and ginger beer. Stir to combine.
49,6650935,2,Drop a lime wedge into the mug for garnish.
50,6650355,1,Place mint leaves and 1 lime wedge into a sturdy glass. Use a muddler and crush to release mint oils and lime juice.Dotdash Meredith Food Studios
51,6650355,2,"Add remaining lime wedges and 2 tablespoons sugar, and muddle again to release the lime juice. Do not strain the mixture.Dotdash Meredith Food Studios"
52,6650355,3,Fill the glass almost to the top with ice.Dotdash Meredith Food Studios
53,6650355,4,Pour in rum and fill the glass with club soda.Dotdash Meredith Food Studios
54,6650355,5,"Stir, taste, and add more sugar if desired.Dotdash Meredith Food Studios"
55,6649101,1,"Place frozen strawberries in a blender; add sugar, lemon juice, and lime juice. Pour in rum and lemon-lime beverage, then add ice. Blend until smooth."
56,6741031,1,"Combine crushed ice, orange juice, pineapple juice, regular rum, coconut-flavored rum, and grenadine in a blender. Blend until the drink's consistency is slushy."
57,6664300,1,Gather all ingredients.Dotdash Meredith Food Studios
58,6664300,2,"Mix together red wine, brandy, triple sec, lemonade concentrate, orange juice, lemon juice, and sugar in a bowl. Add orange, lemon, and lime slices and maraschino cherries.Dotdash Meredith Food Studios"
59,6664300,3,"Serve immediately over ice, or refrigerate 8 hours to overnight for best flavor. For a fizzy sangria, add club soda just before serving.DOTDASH MEREDITH FOOD STUDIOS"
60,6663358,1,"Make the simple syrup: Bring water, sugar, and chopped mint to a boil over high heat in a small saucepan. Cook, stirring occasionally, until sugar is completely dissolved, 1 to 2 minutes. Remove from the heat and let cool for 1 hour. Pour syrup through a strainer to remove mint leaves."
61,6663358,2,Make the cocktails: Fill eight glasses with crushed ice; pour 4 ounces bourbon and 1/4 cup mint syrup into each cup. (Add extra syrup for anyone with a sweet tooth.) Top each drink with a mint sprig.
62,6649787,1,Fill a Collins glass with 1 1/2 cups ice; set aside in the freezer.
63,6649787,2,"Combine gin, lemon juice, and simple syrup in a cocktail shaker. Add 1 cup ice, cover, and shake until chilled."
64,6649787,3,Strain into the chilled Collins glass. Top with club soda and garnish with lemon wedge.
65,7567985,1,Halve lemon and sprinkle cut sides with sugar.
66,7567985,2,"Preheat an outdoor grill to medium heat (350 degrees F to 375 degrees F (175 degrees C to 190 degrees C)) or preheat a grill pan over medium-high heat. Grill lemon, cut sides down, until lightly charred, about 5 minutes. Let cool; juice lemon to yield 3/4 ounce juice."
67,7567985,3,"Fill a cocktail shaker half full with ice. Add bourbon, Aperol, amaro, and lemon juice. Cover and shake until outside of shaker is frosted, 30 seconds. Strain into a glass. Garnish with a lemon twist.Amaro Nonino is the standard liqueur for paper plane cocktails, but we like Cardamaro for its notes of fall spices. Averna, Cynar, or Montenegro would work well, too. To char the lemon twist, carefully singe with a lighter."
68,7568006,1,Combine Campari and vermouth in a pitcher. Chill for at least 1 hour and up to 24 hours.
69,7568006,2,"Just before serving, add prosecco to the pitcher. Pour into coupe glasses and garnish each cocktail with an orange twist."
70,7567970,1,"Fill a glass with ice. Nestle apple and sage in glass. Pour hard cider and Aperol into glass, then top with club soda."
71,7111123,1,"Place sugar in warm water, stirring until sugar is completely dissolved. Add lemon juice, cold water, and coconut rum. Stir until completely incorporated."
72,7111123,2,Fill 2 glasses with ice cubes and divide lemon juice mixture amongst both glasses.
73,7110903,1,"Combine 3 raspberries, raspberry liqueur, and vodka in an old fashioned glass. Muddle raspberries, liqueur, and vodka together."
74,7110903,2,Pour lemonade on top and stir to combine. Thread remaining raspberries onto a swizzle stick as garnish. Enjoy.
75,7091970,1,"Fill a cocktail shaker with ice. Add Campari, vermouth, and agave. Shake well."
76,7091970,2,Fill champagne glass 1/2 way with mixture and top it off with sparkling white wine or Prosecco. Stir and serve with an orange twist.
77,6891462,1,Fill a copper mule mug with ice. Add lime juice and vodka; stir to combine. Top with ginger kombucha. Lightly stir again and garnish with lime slice.
78,6832136,1,"Combine whiskey, cranberry juice, apple schnapps, and agave in a cocktail shaker. Fill cocktail shaker with ice and shake well."
79,6832136,2,Strain into frosted martini glasses and garnish with an apple slice.
80,6831391,1,Steep hibiscus flowers in boiling water for 5 minutes; strain into a heatproof bowl set in a bowl of ice to speed cooling. Cool completely.
81,6831391,2,Transfer to a small pitcher. Stir in lime juice and ginger liqueur. Pour into ice-filled Collins glasses (about 5 oz. per glass) and top each with 1 oz. ginger beer. Garnish with mint sprigs and ginger slices.
82,6749308,1,"Muddle chopped pear, 1 rosemary sprig, lemon twist, maple syrup, and bitters in a cocktail shaker with a muddler or the handle of a wooden spoon until pear is liquified. Add bourbon, ginger liqueur, and 1 cup ice to the cocktail shaker. Cover and shake until well chilled."
83,6749308,2,Place large ice cube into the rocks glass and set a small fine sieve over the glass. Strain the drink through the cocktail shaker top and the sieve to catch any large pieces of pulp or rosemary. Top with club soda. Garnish with pear wedge and rosemary sprig.
84,6742041,1,Place coupe glass in the freezer while you are preparing the cocktail.
85,6742041,2,"Combine 6 basil leaves and simple syrup in a cocktail shaker and muddle until basil leaves are crushed. Add ice, lime juice, and gin. Cover and shake until chilled, 15 to 20 seconds."
86,6742041,3,Strain cocktail into coupe glass and garnish with remaining basil leaf.
87,6741102,1,"Fill a highball glass with ice. Add lemon juice, grapefruit juice, gin, and grapefruit soda; stir to combine."
88,6741102,2,"Top with club soda, lightly stir again, and garnish with grapefruit slice."
89,6774216,1,Puree watermelon in a blender. Wipe the rim of a margarita glass with a lime wedge; dip rim in salt.
90,6774216,2,"In a cocktail shaker half-filled with ice, add tequila, orange liqueur, lime juice, jalapeño, and 2 ounces of the watermelon puree. Shake until very cold."
91,6774216,3,Strain into prepared glass. Garnish with watermelon wedge and jalapeño slice.
92,6664716,1,Gather ingredients.Jen Causey
93,6664716,2,Combine vodka and dry vermouth in a cocktail mixing glass. Fill with ice and stir until chilled.Jen Causey
94,6664716,3,Strain into a chilled martini glass.Jen Causey
95,6664716,4,Garnish with three olives on a toothpick.DOTDASH MEREDITH FOOD STUDIOS
96,6648298,1,"Combine crushed ice, pineapple juice, rum, blue Curacao, and cream of coconut in a blender.Dotdash Meredith Food Studios"
97,6648298,2,Blend on high speed until smooth.Dotdash Meredith Food Studios
98,6648298,3,Pour into a chilled highball glass. Garnish with a slice of pineapple and a maraschino cherry.DOTDASH MEREDITH FOOD STUDIOS
99,6650671,1,Fill a cocktail shaker with ice cubes.
100,6650671,2,"Add pineapple juice, orange juice, spiced rum, coconut rum, and grenadine. Shake vigorously and strain into a glass full of ice."
101,6663369,1,Gather all ingredients.Dotdash Meredith Food Studios
102,6663369,2,"Combine vodka, lime juice, triple sec, and cranberry juice in a cocktail shaker.Dotdash Meredith Food Studios"
103,6663369,3,"Add ice, cover and shake until chilled. Strain into a chilled cocktail glass.Dotdash Meredith Food Studios"
104,6663369,4,Garnish with a lime wedge.DOTDASH MEREDITH FOOD STUDIOS
105,6648215,1,Gather all ingredients.Dotdash Meredith Food Studios
106,6648215,2,Moisten the rim of a glass with a lime wedge. Sprinkle salt onto a plate. Lightly dip the moistened rim into the salt.Dotdash Meredith Food Studios
107,6648215,3,Place a large ice cube in the glass and freeze the prepared glass until ready to serve.
108,6648215,4,"Fill a cocktail shaker with fresh ice. Add tequila, triple sec, and lime juice. Cover and shake vigorously until the outside of the shaker has frosted.Dotdash Meredith Food Studios"
109,6648215,5,Strain margarita into the chilled glass and garnish with a slice of lime.DOTDASH MEREDITH FOOD STUDIOS
110,6650358,1,Gather all ingredients.Dotdash Meredith Food Studios
111,6650358,2,Pour salt onto a small plate. Moisten the rim of a glass and press into the salt. Fill the glass with ice cubes.Dotdash Meredith Food Studios
112,6650358,3,"Fill a cocktail shaker with ice cubes; add vegetable juice cocktail, vodka, Worcestershire sauce, hot pepper sauce, salt, and pepper. Cover and shake until the outside of shaker has frosted, about 20 seconds.Dotdash Meredith Food Studios"
113,6650358,4,Strain Bloody Mary into the prepared glass. Garnish with celery stalk and olives.Dotdash Meredith Food Studios
114,6650358,5,Enjoy!DOTDASH MEREDITH FOOD STUDIOS
115,6648443,1,Gather ingredients and fill a blender with ice cubes. Pulse until ice is crushed.Dotdash Meredith Food Studios
116,6648443,2,"Pour in tequila and triple sec, then add strawberries and limeade concentrate.Dotdash Meredith Food Studios"
117,6648443,3,"Blend until smooth, about 30 seconds. Pour into four margarita glasses and serve immediately.Dotdash Meredith Food Studios"
118,6648443,4,Enjoy!DOTDASH MEREDITH FOOD STUDIOS
119,6649462,1,Gather all ingredients.Dotdash Meredith Food Studios
120,6649462,2,"Stir together vodka, dry vermouth, brine, and olives in a mixing glass. Pour into a glass or shaker with ice.Dotdash Meredith Food Studios"
121,6649462,3,"Serve on the rocks, or strain into chilled cocktail glasses.Dotdash Meredith Food Studios"
122,6649462,4,Enjoy!DOTDASH MEREDITH FOOD STUDIOS
123,6663228,1,Gather all ingredients.Dotdash Meredith Food Studios
124,6663228,2,"Stir pineapple juice, orange juice, 151 proof rum, dark rum, coconut-flavored rum, lime juice, and grenadine syrup together in a punch bowl.Dotdash Meredith Food Studios"
125,6663228,3,"Float orange slices, lime slices, and lemon slices in the punch.Dotdash Meredith Food Studios"
126,6663228,4,"Ladle the punch into ice filled glasses, or chill the punch in the refrigerator until ready to serve.DOTDASH MEREDITH FOOD STUDIOS"
127,6650193,1,"Pour boiling water, whiskey, and honey into a mug. Add cloves, cinnamon, and lemon slice. Let mixture stand for 5 minutes so flavors can mingle, then sprinkle with a pinch of nutmeg before serving."
128,6663122,1,Gather all ingredients.Dotdash Meredith Food Studios
129,6663122,2,"Combine water, sugar, and cinnamon stick in a saucepan; bring to a boil. Reduce heat to low.Dotdash Meredith Food Studios"
130,6663122,3,"Cut one orange in half; squeeze orange halves over the sugar mixture to release their juice. Push 5 cloves into the outside of each orange peel; place peels into the simmering mixture. Continue to simmer over the lowest heat until thick and syrupy, 20 to 30 minutes.Dotdash Meredith Food Studios"
131,6663122,4,"While the mixture is simmering, slice remaining orange and set aside for serving."
132,6663122,5,"When the mixture is finished simmering, stir in wine and heat until steaming but not simmering, 3 to 5 minutes. Discard orange peels and cinnamon stick.Dotdash Meredith Food Studios"
133,6663122,6,Ladle into mugs and garnish with orange slices.Dotdash Meredith Food Studios
134,6738485,1,"Pour orange drink, pink lemonade, pineapple-orange juice blend, vodka, rum, and fruit punch into a large punch bowl or container; stir well."
135,6649382,1,Muddle sugar and mint leaves together in a pitcher until leaves are well broken down. Add limes and muddle until limes are juiced. Pour rum into sugar mixture; add club soda and stir until sugar is dissolved.
136,6591157,1,"Combine 1 cup ice, pineapple juice, orange juice, blackberry liqueur, banana liqueur, light rum, dark rum, and grenadine in a cocktail shaker; shake to combine."
137,6591157,2,Fill a hurricane glass with ice. Pour in mixture. Add high-proof rum for a floater and garnish with orange slice.
138,6590089,1,Gather ingredients.Dotdash Meredith Food Studios
139,6590089,2,Wet the rim of a cocktail glass with lime wedge; set lime wedge aside for garnish.
140,6590089,3,Place celery salt in a small dish; press the rim of the glass into salt to coat. Add ice to the glass.Dotdash Meredith Food Studios
141,6590089,4,"Pour vodka, Worcestershire sauce, and hot pepper sauce over ice.Dotdash Meredith Food Studios"
142,6590089,5,Top with tomato-clam juice.Dotdash Meredith Food Studios
143,6590089,6,Garnish with lime wedge and celery stick. Serve with a straw.Dotdash Meredith Food Studios
144,6741019,1,"Fill a pint glass with ice cubes. Pour in orange-flavored vodka, triple sec, and orange juice, then top with lemon-lime soda. Mix well and garnish with orange slice."
145,6596085,1,"Combine strawberries, sugar, lemon-lime soda, and lemon juice in the container of a blender. Add ice and blend until smooth."
146,6596085,2,Pour into a fancy glass to serve.
147,6649156,1,"Combine tequila, vodka, rum, gin, and raspberry liqueur in a highball glass. Fill with ice and top with sour mix."
