,id_recipe,Step_Count,Step Description
43,6601683,1,"Heat oven to 375 degrees F. In bowl, mix together tomatoes, onion and cilantro. Squeeze lime into the tomato mixture and toss until blended."
44,6601683,2,"Arrange a single layer of chips on heatproof platter or baking sheet. Top with spoonfuls of chili, tomato mixture, olives and cheese. Add jalapeno slices, if desired. Repeat layers until all the ingredients are used."
45,6601683,3,Bake 15 minutes or until cheese is completely melted. Serve nachos hot.
46,6596710,1,Preheat oven to 425 degrees F (220 degrees C).
47,6596710,2,"Combine potatoes, oil, Mexican seasoning, and garlic salt together in a bowl; stir to coat potatoes completely. Spread potatoes in a single layer on a baking sheet."
48,6596710,3,"Bake in the preheated oven, stirring occasionally, until potatoes are crisp and golden brown, 25 to 30 minutes."
49,6596710,4,"Transfer potatoes to a plate and top with Mexican cheese blend, black beans, diced tomatoes, black olives, green onions, and green chiles."
50,6601385,1,"In a medium bowl, stir together the chicken, vegetable oil, and cayenne pepper. Let stand for 15 minutes, or longer if desired."
51,6601385,2,"Heat a skillet over medium-high heat. Add the chicken mixture, and fry until chicken is no longer pink. Remove from heat, and set aside."
52,6601385,3,"Preheat the oven to 325 degrees F (165 degrees C). Spread a thin layer of tortilla chips in a 9x13 inch baking dish. Sprinkle 1/4 of the chicken, 1/4 of the chilies, and 1/4 of the cheese over the chips. Repeat layers ending with cheese on the top."
53,6601385,4,"Bake for 15 to 20 minutes in the preheated oven, until the cheese is melted and everything is heated through. Serve with your favorite nacho toppings."
54,6579651,1,Set an oven rack about 6 inches from the heat source and preheat the oven's broiler. Line a sheet pan with aluminum foil.
55,6579651,2,"Heat a large skillet over medium-high heat. Cook and stir beef in the hot skillet until browned and crumbly, 5 to 7 minutes. Mix in water, chili powder, cayenne, salt, and pepper."
56,6579651,3,"Lay out tortilla chips on the sheet pan. Top with ground beef mixture. Cover with olives, jalapeno slices, and Cheddar cheese."
57,6579651,4,"Broil until cheese is bubbly and golden brown, 3 to 5 minutes. Serve with sour cream and salsa for dipping."
58,6586079,1,Preheat the oven to 450 degrees F (230 degrees C).
59,6586079,2,Spread potato nuggets in a single layer on a baking sheet.
60,6586079,3,"Bake in the preheated oven until golden brown, about 25 minutes."
61,6586079,4,"Meanwhile, place chicken in a large bowl. Add celery seed and olive oil; stir to coat."
62,6586079,5,"Heat a large skillet over medium-high heat. Add chicken and cook until golden brown on all sides, about 15 minutes. Turn heat off and add wing sauce; stir to coat."
63,6586079,6,Remove potatoes from the oven. Set an oven rack about 6 inches from the heat source and preheat the oven's broiler to low.
64,6586079,7,Spoon chicken mixture evenly over potatoes and top with Monterey Jack cheese.
65,6586079,8,"Broil in the preheated oven until cheese is melted, about 5 minutes. Remove and drizzle ranch dressing over the top. Serve immediately."
66,6738615,1,Preheat oven to 425 degrees F (220 degrees C). Arrange potato nuggets in a single layer on a baking sheet.
67,6738615,2,"Bake in the preheated oven for 20 minutes. Shake baking sheet and continue baking until potato nuggets are extra crispy, 20 to 24 minutes longer. Remove baking sheet from oven and turn on oven's broiler."
68,6738615,3,"Top potato nuggets with pepperjack cheese, pulled pork, onion, and jalapeno peppers. Drizzle barbeque sauce over ""totchos""."
69,6738615,4,"Broil in the preheated oven until cheese starts to bubble, 5 to 7 minutes. Top ""totchos"" with coleslaw and green onions."
70,6589826,1,Preheat oven to 350 degrees F (175 degrees C).
71,6589826,2,"In a large skillet over medium heat, begin to brown the ground turkey. Stir in garlic, pepper, 1 teaspoon red pepper flakes, and 1 tablespoon chives. Stir in 1 tablespoon hot sauce. When the turkey is browned, stir in taco seasoning mix according to package instructions."
72,6589826,3,"Pour the beans into a microwave safe bowl, and heat in the microwave until softened. Stir in 1 tablespoon chives and 1 tablespoon hot sauce."
73,6589826,4,"Spread the tortilla chips across the bottom of a baking sheet. Spoon the beans mixture over the chips. Then spread the turkey mixture across the top. Sprinkle cheese, then olives, tomatoes, green onions, and remaining 1 teaspoon of crushed red pepper flakes over the top."
74,6589826,5,"Bake in preheated oven until cheese is melted, about 15 minutes"
75,6583928,1,"Cut zucchini into 1/4-inch slices using a mandoline slicer. Place slices in a colander, sprinkle with salt, and toss to coat. Let drain for 30 minutes. Place slices on a clean kitchen towel and pat dry."
76,6583928,2,Preheat the oven to 400 degrees F (200 degrees C). Line a 12x18-inch baking sheet with parchment paper.
77,6583928,3,"Heat oil in a skillet over medium-high heat. Add onion and saute until translucent, 2 to 3 minutes. Add chicken and cook until lightly browned, breaking meat up into small crumbles, 5 to 6 minutes. Drain and discard any accumulated liquid."
78,6583928,4,"Return skillet to low heat and stir in chili powder, paprika, cumin, garlic powder, salt, oregano, and black pepper. Keep warm."
79,6583928,5,Place zucchini slices on the prepared baking pan in a single layer.
80,6583928,6,Bake in the preheated oven for 5 minutes.
81,6583928,7,"Remove zucchini from oven and top with chicken mixture and shredded Cheddar cheese. Return to the hot oven and bake until cheese is melted, 2 to 3 minutes more."
82,6583928,8,"Top nachos with dollops of sour cream, pico de gallo, jalapeno, and green onions. Serve immediately."
83,6739014,1,"Preheat the oven to 400 degrees F (200 degrees C). Line a large, rimmed baking sheet with aluminum foil and spray with cooking spray."
84,6739014,2,"Combine 1/4 cup blue cheese dressing, cayenne pepper sauce, and melted butter in a bowl until well blended. Add chicken and toss to coat."
85,6739014,3,"Spread tortilla chips evenly over the prepared baking sheet. Sprinkle tomato, olives, onion, and jalapeño peppers over chips. Spread chicken mixture over vegetables and top with crumbled bacon."
86,6739014,4,Mix both cheeses together in a bowl; sprinkle mixture evenly over chicken mixture.
87,6739014,5,"Bake in the preheated oven until cheese is melted and lightly browned, 10 to 15 minutes."
88,6739014,6,Remove from the oven. Drizzle remaining 1/2 cup blue cheese dressing over nachos and garnish with cilantro.
89,6664324,1,Preheat your oven's broiler.
90,6664324,2,Crumble the sausage into a large skillet over medium heat. Cook and stir until no longer pink; drain.
91,6664324,3,"Arrange the tortilla chips on a baking sheet. Top with sausage, pepperoni, mozzarella cheese, and banana peppers. Place nachos under the preheated broiler until the cheese is melted, 5 to 8 minutes. Serve with pizza sauce for dipping."
92,6587575,1,Cook beef and taco seasoning in a skillet until browned. Pour off fat.
93,6587575,2,"Add condensed soup, water, and rice. Heat to a boil. Cover and cook over low heat until rice is tender, about 5 min."
94,6587575,3,"Top with salsa, Cheddar, and lettuce. Serve with tortilla chips for dipping."
95,6605842,1,Preheat the oven broiler. Set an oven rack about 6 inches from the heat source. Line a rimmed baking sheet with aluminum foil.
96,6605842,2,"Combine refried beans and salsa in a saucepan over medium heat; cook and stir until blended and heated through, about 5 minutes."
97,6605842,3,"Arrange tortilla chips on the prepared baking sheet. Spoon refried bean mixture over chips. Sprinkle with pepper Jack cheese, green bell pepper, and onion."
98,6605842,4,"Cook under the preheated broiler until cheese is melted, 3 to 5 minutes. Garnish with lettuce and olives."
99,6569884,1,"In a large frying pan, brown ground beef with onion, salt and pepper over medium heat. Break the meat into very small pieces while it is cooking. After the meat is thoroughly cooked, drain off the grease."
100,6569884,2,"Arrange chips on a microwavable platter. Spread beans over the chips. Layer with 1/2 of the cheese, the ground beef mixture, and remaining cheese. Arrange jalapeno peppers on top."
101,6569884,3,Microwave on medium-high until cheese has melted. Serve immediately.
102,6605222,1,Preheat the oven to 350 degrees F (175 degrees C). Line a large rimmed baking sheet with parchment paper.
103,6605222,2,Pour tortilla chips onto the prepared baking sheet. Spread refried beans over the chips. Layer on chicken and jalapenos. Top with Cheddar cheese.
104,6605222,3,"Bake in the preheated oven until cheese is melted and bubbly, about 6 minutes."
105,6599358,1,Preheat the oven to 450 degrees F (230 degrees C).
106,6599358,2,Arrange waffle fries in a single layer on a rimmed baking sheet.
107,6599358,3,"Bake in the preheated oven until light golden in color, 12 to 20 minutes."
108,6599358,4,"Meanwhile, cook and stir ground beef in a large skillet until browned and crumbly, 5 to 7 minutes. Drain excess grease. Stir in taco seasoning and cook for 1 to 2 minutes more."
109,6599358,5,Transfer baked fries to a 9x13-inch baking pan. Spread ground beef evenly over fries. Cover beef with cheese.
110,6599358,6,"Return to the oven until cheese has melted, about 5 minutes."
111,6599358,7,"Remove from the oven and garnish with tomatoes, olives, jalapenos, and lettuce. Dollop sour cream and guacamole on top."
112,6584067,1,Preheat the oven to 450 degrees F (230 degrees C).
113,6584067,2,"Cook beef in a large skillet under no longer pink, about 5 minutes. Drain. Stir in seasoning mix until evenly combined."
114,6584067,3,"Place pizza crust on a work surface. Spread queso dip evenly over the crust. Top with Cheddar cheese, cooked beef mixture, jalapeno, and green onions. Spoon salsa onto the pizza in random spots, making sure it's not mixed in with the other toppings. Sprinkle crushed tortilla chips on top."
115,6584067,4,"Bake in the preheated oven directly on the middle oven rack until cheese is hot and melted, about 8 minutes. Serve with sour cream."
116,6584881,1,Preheat the oven to 350 degrees F (175 degrees C).
117,6584881,2,"Mix mayonnaise, ketchup, sour cream, relish, red onion, Dijon mustard, and garlic salt together in a small bowl until well blended. Set aside."
118,6584881,3,"Layer 1/2 of the tortilla chips in an even layer on a baking sheet. Top with 1 cup Swiss cheese, 1/2 cup Cheddar cheese, and 1/4 teaspoon dill. Repeat layers on top."
119,6584881,4,"Bake in the preheated oven until cheeses are melted, about 5 minutes. Remove from oven. Set an oven rack about 6 inches from the heat source and preheat the oven's broiler."
120,6584881,5,"Top nachos evenly with corned beef and sauerkraut. Broil until heated through, 1 to 2 minutes. Top nachos with the mayonnaise sauce."
121,6578486,1,Preheat the oven to 400 degrees F (200 degrees C). Grease a baking sheet with cooking spray.
122,6578486,2,"Arrange a layer of tortilla chips on the tray. Sprinkle 1/2 of the cooked beef in a layer over the chips (don't drown the chips!) then layer with 1/3 of the beans, 1/3 of the jalapeno peppers, 1/3 of the pico de gallo, and 1/2 of the Cheddar cheese; drizzle 1/3 of the queso blanco over top. Repeat layers once more, starting with chips and ending with queso blanco. Cover with aluminum foil."
123,6578486,3,Bake in the preheated oven for 20 minutes. Remove the foil and bake for 5 more minutes.
124,6578486,4,"Remove from the oven and transfer nachos to a platter. Top with shredded lettuce and remaining beans, jalapeno peppers, and pico de gallo."
125,6578486,5,Stir sour cream with just enough water to thin slightly; drizzle over the nachos. Drizzle remaining queso blanco over top and sprinkle with scallions. Arrange remaining chips around the edges of the platter.
126,6587516,1,"Place ground beef in a large, deep skillet. Cook over medium high heat until evenly brown. Drain and mix in taco seasoning mix and water. Continue cooking 5 minutes. Remove from heat."
127,6587516,2,"Place processed cheese and milk in a small, microwave safe bowl. Microwave on high until melted, 1 to 2 minutes. Stir until blended and smooth."
128,6587516,3,"Place tortilla chips on a large, microwave safe dish. Spread with refried beans. Top with beef and cheese and mixtures."
129,6587516,4,"Microwave approximately 2 minutes on high, until the cheese has melted into the beef. Top with tomato and green onions. Serve warm."
130,6736782,1,Preheat oven to 450 degrees F (230 degrees C).
131,6736782,2,Pour 2 tablespoons of vegetable oil into a large bowl; toss the potato slices in the oil to coat.
132,6736782,3,Arrange the slices in a single layer on a baking sheet and sprinkle with salt and black pepper.
133,6736782,4,"Bake in the preheated oven until the potato slices are golden brown, about 20 minutes."
134,6736782,5,"While potato slices are baking, heat 1 tablespoon of vegetable oil in a skillet over medium heat; brown the ground beef in the hot oil, breaking it up into crumbles as it cooks, 8 to 10 minutes. Drain excess grease."
135,6736782,6,"Mix the black beans into the ground beef; stir in the taco seasoning and water. Bring the mixture to a boil and reduce heat to medium-low. Simmer until the flavors have blended, about 10 minutes."
136,6736782,7,Arrange the potato slices on a serving platter and sprinkle with half the Cheddar cheese.
137,6736782,8,Top the potatoes with the meat and bean mixture; sprinkle the remaining cheese on the nachos.
138,6736782,9,Spread the lettuce out over the nachos and garnish with tomato and dollops of sour cream and guacamole.
139,6584790,1,Preheat oven to 450 degrees F (230 degrees C).
140,6584790,2,Arrange potato nuggets in a single layer on a baking sheet.
141,6584790,3,"Bake potato nuggets in the preheated oven until golden and heated through, 24 to 26 minutes."
142,6584790,4,"Heat a large skillet over medium-high heat. Cook and stir beef in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease. Stir water and taco seasoning mix into beef; cook and stir until liquid is thickened, 2 to 3 minutes."
143,6584790,5,"Pour cheese sauce into a microwave-safe bowl; heat in the microwave for 30 seconds, stir. Continue heating in 15-second intervals until hot, stirring between intervals."
144,6584790,6,"Spread potato nuggets on a serving plate. Top with meat, cheese sauce, sour cream, onion, and jalapeno slices."
145,6604214,1,Heat a skillet over medium-high heat. Add andouille and cook for 2 minutes. Add onion and cook for 2 minutes more. Add bell peppers and cook for 2 minutes more. Remove from heat and stir in celery.
146,6604214,2,Line a baking sheet with foil and place tortilla chips on top. Cover chips with the sausage mixture.
147,6604214,3,Place shrimp in a bowl; add oil and seafood seasoning. Stir to coat. Place shrimp in the same skillet and cook over medium-high heat for 3 minutes. Scatter shrimp on top of the sausage mixture. Sprinkle Colby Jack cheese over the nachos.
148,6604214,4,"Set an oven rack about 6 inches from the heat source and preheat the oven's broiler to low. Broil nachos until cheese has melted, about 3 minutes."
149,6594455,1,Preheat the oven to 400 degrees F (200 degrees C).
150,6594455,2,Spread tortilla chips across the bottom of a baking sheet. Sprinkle with Cheddar cheese. Spread pork evenly on top. Spoon BBQ sauce over pork and top with red onions.
151,6594455,3,"Bake in the preheated oven until cheese is melted, about 5 minutes. Top with chopped pickles and serve."
152,6601547,1,Preheat oven to 425 degrees F (220 degrees C).
153,6601547,2,Combine chicken and Buffalo wing sauce in a bowl.
154,6601547,3,"Place 1 layer tortilla chips in the bottom of a baking dish; top with a layer of Buffalo chicken mixture, black beans, and Cheddar cheese. Continue layering with remaining tortilla chips, Buffalo chicken mixture, black beans, and Cheddar cheese."
155,6601547,4,"Bake in the preheated oven until cheese is melted, 10 to 15 minutes. Cover the nachos with aluminum foil if the top is getting too dark."
156,6601547,5,"Top nachos with sour cream, blue cheese, jalapeno peppers, and green onion."
157,6578023,1,"Whisk tequila, oil, lime juice, cilantro, cumin, garlic powder, salt, and cayenne for marinade together in a bowl. Place chicken slices into a plastic bag, add marinade, and refrigerate for 30 minutes."
158,6578023,2,"Mix sour cream, mayonnaise, lime zest and juice, and enough heavy cream to make crema thin enough together in a bowl and refrigerate."
159,6578023,3,Remove chicken from the refrigerator and let come to room temperature for 10 minutes.
160,6578023,4,"Meanwhile, preheat the oven to 350 degrees F (175 degrees C). Preheat an outdoor grill for high heat and lightly oil the grate."
161,6578023,5,"Cook chicken on the preheated grill until caramelized and no longer pink in the center, about 5 minutes on each side."
162,6578023,6,Lay tortilla chips out in a single layer over two cookie sheets. Mix pepper Jack and Mexican cheese together and sprinkle half of the mixture over the chips. Cut the grilled chicken into bite-sized pieces and distribute evenly over cheese. Top chicken with remaining cheese.
163,6578023,7,"Bake in the preheated oven until cheese is melted, 10 to 15 minutes. Drizzle lime crema over nachos and sprinkle with cilantro."
164,6594301,1,Preheat the oven to 350 degrees F (175 degrees C).
165,6594301,2,"Heat olive oil in a skillet over medium-high heat. Add ground beef substitute and fry for 1 to 2 minutes. Stir in water and taco seasoning. Continue to cook and stir until cooked through, about 8 more minutes."
166,6594301,3,Place tortilla chips on an oven-safe plate and top with black beans. Add fried beef substitute and top with Cheddar cheese.
167,6594301,4,"Bake in the preheated oven until cheese is melted, about 5 minutes; make sure the chips do not burn."
168,6594301,5,"Remove from the oven and top with lettuce, salsa, guacamole, and jalapeno peppers."
169,6605046,1,"Heat coconut oil in a skillet over medium heat. Place onion in skillet and cook, stirring, until tender, about 5 minutes. Add garlic and cook another minute."
170,6605046,2,"Stir in lentils, broth, chili powder, cumin, and oregano. Bring to a boil, reduce heat to low, and simmer until lentils are tender, about 30 minutes. Season with salt and pepper."
171,6605046,3,"Combine black beans and corn in a saucepan (if using canned beans and corn, drain first). Cook over medium heat, stirring occasionally, until heated through about 8 minutes."
172,6605046,4,"Spread tortilla chips on a serving platter. Spoon a layer of lentils on the chips, then a layer of black beans and corn, and then salsa. Sprinkle with shredded cheese. Serve while still warm."
173,6584620,1,"Combine water, vinegar, sriracha, sugar, oregano, and salt in a saucepan and bring to a boil. Turn off heat, stir, and let cool for 10 minutes."
174,6584620,2,"Combine coleslaw and onion in a large bowl. Pour sriracha mixture on top, stir, and set aside while you prepare nachos."
175,6584620,3,"Set an oven rack about 6 inches from the heat source and preheat the oven's broiler on low setting, if available."
176,6584620,4,Spread tortilla chips on a baking sheet and scatter pulled pork on top. Top with shredded Cheddar cheese.
177,6584620,5,"Broil nachos in the preheated oven until cheese is melted, about 6 minutes. Top with sriracha slaw."
178,6737386,1,"Melt 2 tablespoons butter in a skillet over medium-high heat; saute onion, jalapeno pepper, chile pepper, and garlic until fragrant and lightly browned, about 3 minutes. Add chicken broth, chicken, chili powder, seasoned salt, cumin, and cayenne pepper; cook and stir until chicken is no longer pink in the center about 5 minutes."
179,6737386,2,"Melt 1 tablespoon butter in a microwave-safe bowl in the microwave, 15 to 20 seconds. Stir flour into melted butter until smooth."
180,6737386,3,"Mix flour-butter mixture and sour cream into chicken mixture; cook and stir until sauce is thickened, 2 to 4 minutes. Add pepperjack cheese to sauce and stir until melted, 2 to 3 minutes."
181,6737386,4,Spread chips onto a serving platter; top with sauce and pico de gallo.
182,6664932,1,"Preheat the air fryer to 360 degrees F (180 degrees C) for about 3 minutes. Line air fryer basket with foil or a parchment liner, and spray with cooking spray."
183,6664932,2,"Spread out chips in the fryer basket in a single layer, slightly overlapping chips, so the cheese doesn't melt through. Lightly dust chips with taco seasoning to get a pop of taco flavor, and sprinkle with shredded cheese. Don't overcrowd the basket."
184,6664932,3,Top cheese with olives and tomatoes and place basket in the air fryer.
185,6664932,4,"Air-fry until cheese is melted and chips are starting to slightly brown on the edges, 5 to 6 minutes. Watch closely to be sure the cheese doesn't burn. If necessary, add additional time until you reach your preferred crispness."
186,6664932,5,"Move nachos to a plate, garnish with chopped cilantro, and serve immediately."
187,6569971,1,Place tortilla chips on a large serving plate.
188,6569971,2,"Heat oil in a skillet over medium heat. Add bell peppers and cook 1 minute. Add onions and cook 2 minutes more. Add tomato and corn, cook 2 minutes while seasoning with chili powder, onion powder, and garlic salt. Remove from heat."
189,6569971,3,Place nacho cheese in a microwave-safe bowl and heat in the microwave for 2 minutes. Pour cheese carefully over tortilla chips. Pour vegetables over cheese. Top with jalapenos.
190,6605712,1,Line a plate with paper towels.
191,6605712,2,Combine refried beans and 1/4 cup water in a small saucepan over low heat.
192,6605712,3,Combine salsa con queso and 2 tablespoons of water in a second saucepan and heat over low heat.
193,6605712,4,Combine enchilada sauce and mild sauce in a third saucepan and heat over low heat.
194,6605712,5,"Preheat vegetable oil in a large skillet over medium-high heat. Add tortilla chips to the skillet, making sure to not overcrowd. Cook for 4 minutes, flipping halfway through. Use tongs and transfer chips to the paper towel-lined plate; sprinkle with salt. Repeat with remaining chips."
195,6605712,6,"Divide chips between 4 serving dishes. Scatter beans on top of chips, drizzle with cheese, then drizzle with red sauce. Serve immediately."
196,6588342,1,Brown beef in a large skillet over a medium-high heat. Drain the fat from the pan once the meat is browned.
197,6588342,2,"Mix Cheddar cheese, tomatoes, corn and barbecue sauce into the meat. Heat this mixture, stirring occasionally."
198,6588342,3,"While the mixture is heating, make beds of chips onto 4 plates. Pour the hot mixture over the chips. Enjoy!"
199,6737765,1,"Combine sour cream, avocado, and lemon juice in a blender or food processor; blend until smooth and creamy. Transfer into a plastic decorating bottle with a long tip. Refrigerate avocado-cream sauce until needed."
200,6737765,2,"Place shrimp into a bowl; combine with vegetable oil, ground chipotle pepper, salt, black pepper, and cayenne pepper."
201,6737765,3,"Place a large nonstick pan over high heat. Cook shrimp in the hot pan in a single layer until barely cooked through and pink, about 1 minute per side. Transfer to a plate and let shrimp cool."
202,6737765,4,Preheat the oven's broiler. Line a baking sheet with aluminum foil and lightly grease the foil.
203,6737765,5,Lay tortilla chips onto the prepared baking sheet in a single layer. Place 1 shrimp onto each chip. Add 1 slice jalapeno and 1 large pinch pepperjack cheese on top of each shrimp.
204,6737765,6,"Broil under preheated broiler until cheese is melted and chips are lightly toasted, about 1 minute. Watch carefully; chips will burn quickly."
205,6737765,7,Remove nachos from baking sheet and arrange onto a serving platter; drizzle with avocado-cream sauce and sprinkle with cherry tomatoes and cilantro before serving.
206,6600351,1,Preheat the oven to 400 degrees F (200 degrees C).
207,6600351,2,"Spray a skillet with cooking spray and heat over medium heat. Add corned beef hash and saute until slightly caramelized, 5 to 7 minutes. Remove from the heat."
208,6600351,3,"Cover a metal cooking tray with nacho chips. Cover nacho chips with corned beef hash, Cheddar cheese, and black beans."
209,6600351,4,"Cook in the preheated oven until cheese is melted and starting to brown and crisp, 8 to 10 minutes. Remove from the oven and top with salsa, tomato, onion, sour cream, olives, and jalapenos."
210,6601274,1,"In a small bowl, mix together butter, crushed red pepper, cumin and paprika."
211,6601274,2,Place popcorn in a large bowl. Sprinkle with the butter mixture and Cheddar cheese. Toss until well mixed.
212,6599168,1,Preheat the oven to 350 degrees F (175 degrees C). Spread tortilla chips on a baking sheet and sprinkle shredded cheese over chips.
213,6599168,2,"Bake in the preheated oven until cheese has melted, about 7 minutes."
214,6599168,3,"Meanwhile, heat oil in a frying pan over medium heat. Add corned beef and cook until heated through, about 5 minutes."
215,6599168,4,"Pile corned beef, lettuce, cabbage, tomato, and onion on top of the chips. Add guacamole, sour cream, and green onions. Sprinkle seasoned salt on top. Toss lightly at the table."
216,6598789,1,Heat air fryer to 370 degrees F (190 degrees C) for 2 minutes.
217,6598789,2,"Add potato nuggets and cook until all pieces are cooked and crispy, shaking basket frequently, about 12 minutes. You may need to cook them in batches."
218,6598789,3,"Divide potato nuggets between plates and top with even amounts of chicken, Cheddar cheese, and salsa."
219,6598789,4,Blend the ranch and buffalo sauce together in a bowl. Drizzle sauce over totchos. Garnish with cayenne pepper and cilantro.
